Price,Close,High,Low,Open,Volume,return,lag_close_1,lag_return_1,lag_close_2,lag_return_2,lag_close_3,lag_return_3,lag_close_4,lag_return_4,lag_close_5,lag_return_5,sma_10,ema_10,rsi_14,bb_hband,bb_lband,vol_change,target_close_next
2010-02-01,21.23182678222656,21.284140101596467,20.865632121206204,21.21687971228344,85931100.0,0.008162229138169774,21.0599308013916,-0.03360760113539496,21.79231834411621,-0.017189515542157974,22.17346954345703,0.005763206819054956,22.046411514282227,0.00613893767348328,21.911895751953125,0.012431209210893357,22.038942909240724,21.901797646342043,30.24456564656944,23.752940431087612,21.176909956485627,-0.556801460633302,21.26917839050293
2010-02-02,21.26917839050293,21.29907250981085,21.030031137759828,21.20191947292024,54413700.0,0.0017592272515918328,21.23182678222656,0.008162229138169774,21.0599308013916,-0.03360760113539496,21.79231834411621,-0.017189515542157974,22.17346954345703,0.005763206819054956,22.046411514282227,0.00613893767348328,21.84164505004883,21.7867759634622,31.08902051817799,23.721635010671072,21.02212719636018,-0.366775242025297,21.39623260498047
2010-02-03,21.39623260498047,21.515807696228016,21.015092436082824,21.119719037315075,61397900.0,0.0059736305815305535,21.26917839050293,0.0017592272515918328,21.23182678222656,0.008162229138169774,21.0599308013916,-0.03360760113539496,21.79231834411621,-0.017189515542157974,22.17346954345703,0.005763206819054956,21.69516716003418,21.715768080101885,34.015237385260264,23.650338114263818,20.91929460668345,0.1283537050411936,20.805837631225582
2010-02-04,20.805837631225582,21.299079354883176,20.78341703453914,21.209398393567923,77850000.0,-0.02759340789824183,21.39623260498047,0.0059736305815305535,21.26917839050293,0.0017592272515918328,21.23182678222656,0.008162229138169774,21.0599308013916,-0.03360760113539496,21.79231834411621,-0.017189515542157974,21.53299503326416,21.550326180306193,28.0538333340904,23.642695456885637,20.707968300438583,0.26795867611107216,20.940349578857425
2010-02-05,20.940349578857425,21.1346570590295,20.604047896746145,20.925402520668047,80960100.0,0.006465106092626849,20.805837631225582,-0.02759340789824183,21.39623260498047,0.0059736305815305535,21.26917839050293,0.0017592272515918328,21.23182678222656,0.008162229138169774,21.0599308013916,-0.03360760113539496,21.462745094299315,21.439421343679143,31.020036573247452,23.620005859379525,20.549053894038444,0.039949903660886354,20.716161727905277
2010-02-08,20.716161727905277,20.98520325210887,20.604061567964063,20.93288993916503,52820600.0,-0.010706022366431811,20.940349578857425,0.006465106092626849,20.805837631225582,-0.02759340789824183,21.39623260498047,0.0059736305815305535,21.26917839050293,0.0017592272515918328,21.23182678222656,0.008162229138169774,21.343171691894533,21.30791959535662,28.8827274309468,23.570451935681106,20.378890982714893,-0.34757244618027894,20.932886123657227
2010-02-09,20.932886123657227,21.17950700074781,20.73857854997516,20.90299199289201,59195800.0,0.010461609568340746,20.716161727905277,-0.010706022366431811,20.940349578857425,0.006465106092626849,20.805837631225582,-0.02759340789824183,21.39623260498047,0.0059736305815305535,21.26917839050293,0.0017592272515918328,21.23181915283203,21.239731691411276,33.642594717773775,23.51849758900386,20.261947319138226,0.12069533477469019,20.917940139770508
2010-02-10,20.917940139770508,21.10477419042094,20.80583999446639,20.947834272081305,48591300.0,-0.0007139953754311534,20.932886123657227,0.010461609568340746,20.716161727905277,-0.010706022366431811,20.940349578857425,0.006465106092626849,20.805837631225582,-0.02759340789824183,21.39623260498047,0.0059736305815305535,21.106266212463378,21.181224136567497,33.47619322816168,23.470328841499676,20.154670395560874,-0.17914277702134274,21.01509475708008
2010-02-11,21.01509475708008,21.22434798265541,20.701213493286392,20.873100478703467,65993700.0,0.004644559486278288,20.917940139770508,-0.0007139953754311534,20.932886123657227,0.010461609568340746,20.716161727905277,-0.010706022366431811,20.940349578857425,0.006465106092626849,20.805837631225582,-0.02759340789824183,21.028543853759764,21.15101879484251,35.70250210493566,23.37133716059406,20.08700596379559,0.3581381852306895,20.87310028076172
2010-02-12,20.87310028076172,20.970253359510284,20.61153232584234,20.783419309629394,81117200.0,-0.006756784966221674,21.01509475708008,0.004644559486278288,20.917940139770508,-0.0007139953754311534,20.932886123657227,0.010461609568340746,20.716161727905277,-0.010706022366431811,20.940349578857425,0.006465106092626849,21.009860801696778,21.10048815591873,33.91599176571418,23.163629073161797,20.068271332721995,0.22916581431257832,21.286056518554688
2010-02-16,21.286056518554688,21.301073480410984,21.03828237631104,21.12087280232805,51935600.0,0.01978413519018929,20.87310028076172,-0.006756784966221674,21.01509475708008,0.004644559486278288,20.917940139770508,-0.0007139953754311534,20.932886123657227,0.010461609568340746,20.716161727905277,-0.010706022366431811,21.01528377532959,21.134227858216175,42.86948096121605,22.929552882280998,20.124673802289312,-0.35974614508390335,21.466249465942383
2010-02-17,21.466249465942383,21.51129890619661,21.29355875155459,21.42120002568815,45882900.0,0.008465304375689486,21.286056518554688,0.01978413519018929,20.87310028076172,-0.006756784966221674,21.01509475708008,0.004644559486278288,20.917940139770508,-0.0007139953754311534,20.932886123657227,0.010461609568340746,21.034990882873537,21.1945954232573,46.2890932065365,22.599250407668197,20.277385525254164,-0.11654241021572875,21.751569747924805
2010-02-18,21.751569747924805,21.796620631150372,21.406188235772813,21.466254647977344,42856500.0,0.013291575802987898,21.466249465942383,0.008465304375689486,21.286056518554688,0.01978413519018929,20.87310028076172,-0.006756784966221674,21.01509475708008,0.004644559486278288,20.917940139770508,-0.0007139953754311534,21.070524597167967,21.295863482287753,51.26351322213692,22.357663542395905,20.408028214806244,-0.06595921356322287,21.601402282714844
2010-02-19,21.601402282714844,21.71402661537285,21.541335876490837,21.616419242294867,44451800.0,-0.006903753014160574,21.751569747924805,0.013291575802987898,21.466249465942383,0.008465304375689486,21.286056518554688,0.01978413519018929,20.87310028076172,-0.006756784966221674,21.01509475708008,0.004644559486278288,21.150081062316893,21.351415991456314,48.70671365419712,22.198691739662618,20.48438435591844,0.03722422503004208,21.571372985839844
2010-02-22,21.571372985839844,21.729048231024365,21.51130656674488,21.653964849131565,36707100.0,-0.0013901549761438092,21.601402282714844,-0.006903753014160574,21.751569747924805,0.013291575802987898,21.466249465942383,0.008465304375689486,21.286056518554688,0.01978413519018929,20.87310028076172,-0.006756784966221674,21.213183403015137,21.39140817225332,48.189117208683285,22.190647383760844,20.485281113553608,-0.17422691544549374,21.27103805541992
2010-02-23,21.27103805541992,21.6464534827532,21.09083882215149,21.53382914097246,52266200.0,-0.013922847220576795,21.571372985839844,-0.0013901549761438092,21.601402282714844,-0.006903753014160574,21.751569747924805,0.013291575802987898,21.466249465942383,0.008465304375689486,21.286056518554688,0.01978413519018929,21.2686710357666,21.36952269646543,43.239941008077935,22.117079728141277,20.494762999519857,0.423871676051772,21.496294021606445
2010-02-24,21.496294021606445,21.61642831658132,21.3085862443472,21.413703573438127,43165900.0,0.010589796586308653,21.27103805541992,-0.013922847220576795,21.571372985839844,-0.0013901549761438092,21.601402282714844,-0.006903753014160574,21.751569747924805,0.013291575802987898,21.466249465942383,0.008465304375689486,21.325011825561525,21.39257202830925,47.587763249327544,22.021742346384315,20.53508863200924,-0.17411443724625097,21.473766326904297
